name,customer,supplier,phone,fax,street
"CUBANACAN HOTELES",FALSE,TRUE,,,
"VIAJES CUBANACAN",FALSE,TRUE,,,
"CUBACAR",FALSE,TRUE,,,
"REX",FALSE,TRUE,,,
"SOLWAYS",FALSE,TRUE,,,
"ISLAZUL",FALSE,TRUE,,,
"OCCIDENTAL HOTELS & RESORTS",FALSE,TRUE,,,
"HABAGUANEX S.A.",FALSE,TRUE,,,
"GRAN CARIBE",FALSE,TRUE,,,
"BARCELO HOTELS & RESORTS",FALSE,TRUE,,,
"SERVIMED",FALSE,TRUE,,,
"BLAU HOTELS & RESORTS",FALSE,TRUE,,,
"HOTETUR",FALSE,TRUE,,,
"SUPERCLUBS",FALSE,TRUE,,,
"NH HOTELS",FALSE,TRUE,,,
"GAVIOTA HOTELES",FALSE,TRUE,,,
"GAVIOTA TOURS",FALSE,TRUE,,,
"HOTUSA HOTELS",FALSE,TRUE,,,
"H10 HOTELS",FALSE,TRUE,,,
"HUSA HOTELES",FALSE,TRUE,,,
"IBEROSTAR HOTELS & RESORTS",FALSE,TRUE,,,
"AVALON",FALSE,TRUE,,,
"BE LIVE",FALSE,TRUE,,,
"MELIA HOTELS INT.",FALSE,TRUE,,,
"BLUE DIAMOND HOTELS & RESORTS",FALSE,TRUE,,,
"ACCOR",FALSE,TRUE,,,
"LAS TERRAZAS",FALSE,TRUE,,,
"BELLEVUE",FALSE,TRUE,,,
"PESTANA HOTELS & RESORTS",FALSE,TRUE,,,
"RIU HOTELS & RESORTS",FALSE,TRUE,,,
"ROC HOTELS",FALSE,TRUE,,,
"CUBAMAR",FALSE,TRUE,,,
"MINFAR",FALSE,TRUE,,,
"CIMEX",FALSE,TRUE,,,
"VARADERO GOLF COURSE",FALSE,TRUE,,,
"HAVANATOUR",FALSE,TRUE,,,
"ACUARIO",False,True,"204 7628-33","204 4379","CALLE 248 Y 5TA AVE, MARINA HEMINGWAY, SANTA FE, PLAYA. LA HABANA"
"ACUAZUL",False,True,"045 66 7132","045 66 7229","AVE 1RA Y CALLE 13, VARADERO"
"ALLEGRO CLUB CAYO GUILLERMO",False,True,"033 30 1712","033 30 1725","CAYO GUILLERMO, JARDINES DEL REY"
"ALLEGRO VARADERO",False,True,"045 66 8288","045 66 8414","AUTOPISTA SUR KM. 11, VARADERO"
"AMBOS MUNDOS",False,True,"860 9530-31","860 9532","CALLE DEL OBISPO, ESQ. A MERCADERES, HABANA VIEJA."
"AMERICA",False,True,"042 20 1585-87","","CALLE MOJICA NO 9 E/ COLON Y MACEO, SANTA CLARA. VILLA CLARA"
"APARTHOTEL ATLANTICO",False,True,"797 1494","797 1203","AVE DE LAS TERRAZAS E/ 11 Y 12. SANTA MARIA DEL MAR"
"APARTHOTEL COSTAZUL",False,True,"795 0763","795 4104","EDIFICIO 53-B, CALLE A Y AVENIDA CENTRAL, COJIMAR"
"APARTHOTEL LAS TERRAZAS",False,True,"797 1344","797 1316","AVE DE LAS TERRAZAS, E/ 10 Y ROTONDA. SANTA MARIA DEL MAR"
"ARENAL",False,True,"797 1272/ 97","797 1288","BOCA CIEGA, PLAYAS DEL ESTE"
"ARMADORES DE SANTANDER",False,True,"862 8000","862 8080","CALLE SAN PEDRO, NO. 4, ESQ. A LUZ, HABANA VIEJA."
"ATLANTICO",False,True,"797 1361/ 1085","796 1532","AVENIDA DE LAS TERRAZAS, SANTA MARIA DEL MAR"
"BALCON DE LA SIERRA",False,True,"023 59 5180","","AVE. MASO, PROVIDENCIA, BARTOLOME MASO. GRANMA"
"BALCON DEL CARIBE",False,True,"022 69 1506","022 69 2398","CARRETERA DEL MORRO, KM. 7 1/2, SANTIAGO DE CUBA"
"BARCELO ARENAS BLANCAS",False,True,"045 61 4450","045 61 4491","CALLE 64 E/ 1RA AVE Y AUTOPISTA, VARADERO. MATANZAS"
"BARCELO SOLYMAR",False,True,"045 61 4499","045 66 8798","CARRET DE LAS AMERICAS, KM. 3, VARADERO. MATANZAS"
"BARCELONA",False,True,"042 39 5144/ 5467","","MAXIMO GOMEZ NO. , REMEDIOS. VILLA CLARA"
"BATEY DON PEDRO",False,True,"045 91 2825/ 4228","","CARRETERA A PLAYA LARGA KM 1 . MATANZA"
"BELLA HABANA AEROPUERTO",False,True,"","",""
"BELLO CARIBE",False,True,"273 9906-09","273 6839","CALLE 158 ESQ. A 31, PLAYA. LA HABANA"
"BELTRAN DE SANTA CRUZ",False,True,"860 8330","860 8383","CALLE SAN INGNACIO, NO.411 E/ MURALLA Y SOL, HABANA VIEJA"
"BLAU COSTA VERDE",False,True,"024 430 510-14","024 430 515","PLAYA PESQUERO, RAFAEL FREYRE"
"BLAU COSTA VERDE PLUS",False,True,"","","PLAYA PESQUERO, RAFAEL FREYRE"
"BLAU MARINA VARADERO",False,True,"045 66 9966","045 66 7022","AUTOPISTA SUR FINAL, PUNTA HICACOS, VARADERO"
"BLAU PRIVILEGE CAYO LIBERTAD",False,True,"","",""
"BLAU VARADERO",False,True,"045 66 7545","045 66 7494","CARRET DE LAS MORLAS KM 14, VARADERO"
"BLUEBAY CAYO COCO",False,True,"033 30 2350","","CAYO COCO, JARDINES DEL REY"
"BREEZES BELLA COSTA",False,True,"045 66 7210","045 66 8549","CARRET DE LAS AMRICAS KM 3 1/2, VARADER"
"BREEZES JIBACOA",False,True,"047 29 5122","047 29 5150",""
"BREEZES VARADERO",False,True,"045 66 7030","045 66 7005","CARRET DE LAS AMRICAS KM 3, VARADER"
"BRISAS COVARRUBIAS",False,True,"031 51 5530","031 51 5352","PLAYA COVARRUBIAS. PUERTO PADRE. LAS TUNAS"
"BRISAS DEL CARIBE",False,True,"04566 8030","045 66 8005","CARRETERA LAS MORLAS KM 12 , VARADERO. MATANZ"
"BRISAS GUARDALAVACA",False,True,"024 430 218","024 430 418","PLAYA GUARDALAVACA, BANES. HOLGUIN"
"BRISAS SANTA LUCIA",False,True,"032 33 6317/6140","032 36 5142","AVENIDA TARARACO, PLAYA SANTA LUCA, NUEVITAS. CAMAGUE"
"BRISAS SIERRA MAR - LOS GALEONES",False,True,"022 32 9110/ 6160","022 32 9116","CARRETERA A CHIVIRICO KM 60, GUAMA. SANTIAGO DE CUBA"
"BRISAS TRINIDAD DEL MAR",False,True,"041 99 6500-07","041 99 6565","PENINSULA ANCON, TRINIDAD. SANCTI SPIRITUS"
"BRUZON",False,True,"","",""
"CADILLAC",False,True,"","",""
"CAIMANERA",False,True,"","",""
"CAMAGUEY",False,True,"032 28 7267","032 28 7181","CARRETERA CENTRAL ESTE KM 4 1/2, JAYAM, CAMAGUEY"
"CAMINO DE HIERRO",False,True,"032 284 264","",""
"CANIMAO",False,True,"045 26 1014","045 26 2237","CARRETERA VIA BLANCA, KM 4 1/2, REPARTO CANIMAR. MATANZAS"
"CAPRI",False,True,"839 7200","","CALLE 21, ENTRE N Y O, VEDADO,  PLAZA, LA HABANA"
"CARIBBEAN",False,True,"860 8210/33/41","860 9479","PRADO NO 164 E/ COLON Y REFUGIO. HABANA VIEJA"
"CASA GRANDA",False,True,"022 65 3021-25","022 68 6035","CALLE HEREDIA NO. 201 ESQ. A SAN PEDRO, SANTIAGO DE CUBA"
"CASA VERDE",False,True,"0432 55 1245","0432 55 1003","CALLE 37 E/ 0 Y 2, PUNTA GORDA, CIENFUEGOS"
"CAYO LEVISA",False,True,"048 75 6501-03","048 75 6506","CAYO LEVISA, PALMA RUBIA, LA PALMA. PINAR DEL RIO"
"CHATEAU MIRAMAR",False,True,"204 1952-57","204 0224","AVE 1RA E/ 60 Y 70, PLAYA. LA HABANA"
"CIB EL COLONY",False,True,"046 39 8181/ 8282","046 39 8520","CARRETERA SIGUANEA, KM. 42, ISLA DE LA JUVENTUD"
"CIEGO DE AVILA",False,True,"033 22 8013","033 22 8340","CARRETERA A CEBALLO, KM 2 1/2. CIEGO DE AVILA"
"CLUB AMIGO AGUAS AZULES",False,True,"045 66 8243","045 66 8202","CARRETERA DE LAS MORLAS, KM 14, VARADERO. MATANZAS"
"CLUB AMIGO ANCON",False,True,"041 99 6123-28","041 99 6122","CARRETERA MARIA AGUILAR, PENINSULA ANCON, TRINIDAD. SANCTI SPIRITUS"
"CLUB AMIGO ATLANTICO-GUARDALAVACA",False,True,"024 430 180-82","024 430 200","PLAYA GUARDALAVACA, BANES. HOLGUIN"
"CLUB AMIGO CARACOL",False,True,"032 33 6302-03","032 36 5217","AVENIDA TARARACO, PLAYA SANTA LUCA, NUEVITAS. CAMAGUE"
"CLUB AMIGO CARISOL-LOS CORALES",False,True,"022 35 6115/ 22","022 35 6177","CARRETERA DE BACONAO, KM 31, PLAYA CAZONAL. SANTIAGO DE CUBA"
"CLUB AMIGO COSTA SUR",False,True,"041 99 6174-78","041 99 6172","PLAYA MARIA AGUILAR, PENINSULA ANCON, TRINIDAD. SANCTI SPIRITUS"
"CLUB AMIGO MAREA DEL PORTILLO",False,True,"023 59 7102/ 84","023 59 7080","KM 12 , MAREA DEL PORTILLO, PILON. GRANM"
"CLUB AMIGO MAYANABO",False,True,"032 36 5168-70","032 36 5176","PLAYA SANTA LUCIA, NUEVITAS. CAMAGUEY"
"CLUB KAREY",False,True,"","",""
"CLUB TROPICAL",False,True,"045 61 3915","045 61 4676","AVENIDA 1RA. E/ 21 Y 23, VARADERO. MATANZAS"
"COLINA",False,True,"","","CALLE L E/ 25 Y UNIVERSIDAD, VEDADO"
"COLON",False,True,"032 28 3368/46","032 28 3346","REPBLICA NO. 472, CAMAGUE"
"COLONIAL CAYO COCO",False,True,"033 30 1311","033 30 1384","CAYO COCO, JARDINES DEL REY"
"COMENDADOR",False,True,"867 1037","860 5628","CALLE OBRAPIA, NO. 55 ESQ. A BARATILLO, HABANA VIEJA"
"HOTEL COMODORO",False,True,"204 5551","204 2089","AVE 3RA Y 84, PLAYA. LA HABANA"
"CONDE DE VILLANUEVA",False,True,"862 9293/ 94","862 9682","CALLE DE LOS MERCADERES, NO. 202, ESQ. A LAMPARILLA, HABANA VIEJA"
"COPACABANA",False,True,"204 1037","204 2846","AVE 1RA. NO. 4404 E/ 44 Y 46, PLAYA. LA HABANA"
"COSTA MORENA",False,True,"022 35 6126/27","022 35 6155","CARRETERA A BACONAO, KM. 38 1/2, SIGUA"
"DEAUVILLE",False,True,"866 8812-13","866 8148","GALIANO NO. 1 E/SAN LAZARO Y MALECON, CENTRO HABANA"
"DON LINO",False,True,"024 430 308","024 430 309","PLAYA BLANCA, RAFAEL FREYRE"
"DOS MARES",False,True,"045 61 2702","045 667499","CALLE 53 Y 1RA AVE, VARADERO"
"EL BOSQUE",False,True,"204 9232","204 5637","CALLE 28 A E/ 49 A Y 49 B, REPARTO KOHLY, PLAYA"
"VILLA EL BOSQUE",False,True,"024 48 1012","024 48 1140","AVE JORGE DIMITROV, HOLGUIN"
"EL CASTILLO",False,True,"021 45 164-66","021 45 223","CALLE CALIXTO GARCIA, REPARTO PARAISO, BARACOA"
"ELGUEA",False,True,"042 68 6298","042 68 6442","BALNEARIO ELGUEA, CORRALILLO. VILLA CLARA"
"EUROSTARS CAYO SANTA MARIA",False,True,"","",""
"FARO LUNA",False,True,"44 54 8012/ 20","44 54 8131","CARRETERA RANCHO LUNA, KM. 18, CIENFUEGOS"
"FINCA MA. DOLORES",False,True,"041 99 6481/ 10","041 99 6579","CARRETERA A CIENFUEGOS, KM. 1 , TRINIDAD. SANCTI SPIRITU"
"FLORIDA",False,True,"862 4127/ 89","862 4117","CALLE DEL OBISPO, ESQ. A CUBA, HABANA VIEJA"
"FLORIDA CAMAGUEY",False,True,"","","FLORIDA"
"GRAN CLUB SANTA LUCIA",False,True,"032 33 6109","032 36 5153","AVENIDA TARARACO, PLAYA SANTA LUCA, NUEVITAS. CAMAGUE"
"GRAN HOTEL",False,True,"032 29 2093/94","032 29 3933","MACEO NO. 64 E/ GENERAL GOMEZE IGNACIO AGRAMONTE, CAMAGUEY"
"GUACANAYABO",False,True,"","",""
"GUANTANAMO",False,True,"","",""
"H10 HABANA PANORAMA",False,True,"204 0100","204 4969","3RA Y 70, MIRAMAR, PLAYA"
"HABANA 612",False,True,"","",""
"HABANA RIVIERA",False,True,"836 4051","833 3739","PASEO Y MALECON, VEDADO"
"HACIENDA EL CANEY",False,True,"022 64 1368/70","022 68 7166","CALLE MARQUETTI NO. 2, REPARTO LAS FLORES, CARRETERA DE EL CANEY"
"HANABANILLA",False,True,"042 20 2399","43 20 3506","SALTO DE HANABANILLA, VILLA CLARA"
"HERRADURA",False,True,"045 61 3703","045 66 7496","CALLE 53 Y 1RA AVE, VARADERO"
"HOSTAL 1511",False,True,"","",""
"HOSTAL DEL RIJO",False,True,"041 92 8588/ 81","041 92 8577","HONORATO DEL CASTILLO, NO. 12, SANCTI SPIRITUS"
"HOSTAL VALENCIA",False,True,"867 1037","860 5628","CALLE DE LOS OFICIOS, NO.53, ESQ. A OBRAPIA, HABANA VIEJA"
"HOTEL NACIONAL DE CUBA",False,True,"836 3564-67","836 5171/ 3899","CALLE O ESQ. 21, VEDADO"
"HUSA CAYO SANTA MARIA",False,True,"042 35 0400","042 35 0401","CAYO SANTA MARIA, NORTE CAIBARIEN"
"IBEROSTAR CAYO COCO",False,True,"033 30 1070","033 30 1498","AVENIDA LOS HOTELES, CAYO COCO, JARDINES DEL REY. CIEGO DE AVILA"
"IBEROSTAR DAIQUIRI",False,True,"033 30 1650","033 30 1641","CAYO GUILLERMO, JARDINES DEL REY. CIEGO DE AVILA"
"IBEROSTAR ENSENACHOS",False,True,"042 35 0300","042 35 0335","CAYO ENSENACHOS, NORTE CAIBARIEN"
"IBEROSTAR TRINIDAD",False,True,"041 99 6070","041 99 6077","CALLE JOSE MARTI NO 262 ESQ. A LINO PEREZ, TRINIDAD. SANCTI SPIRITUS"
"IBEROSTAR LAGUNA AZUL",False,True,"045 66 7900","045 66 7393","CARRETERA DE LAS MORLAS, KM 18 1/2, VARADERO. MATANZAS"
"IBEROSTAR MOJITO",False,True,"033 30 1470","033 30 1498","AVENIDA LOS HOTELES, CAYO COCO, JARDINES DEL REY. CIEGO DE AVILA"
"IBEROSTAR PARQUE CENTRAL",False,True,"860 6627-29","860 6630","NEPTUNO E/ PRADO Y ZULUETA. HABANA VIEJA. LA HABANA"
"IBEROSTAR PLAYA ALAMEDA",False,True,"045 66 8822","045 66 8833","PARQUE NATURAL PUNTA HICACOS, VARADERO. MATANZAS"
"IBEROSTAR TAINOS",False,True,"045 66 8656","045 66 8687","CARRETERA DE LAS MORLAS, KM 12 1/2, VARADERO. MATANZAS"
"IBEROSTAR VARADERO",False,True,"045 66 9999","045 66 8842","PUNTA FRANCES, VARADERO. MATANZAS"
"INGLATERRA",False,True,"860 8594-97","860 8254","PRADO NO.416, ESQ. SAN RAFAEL. HABANA VIEJA"
"INTERNACIONAL VARADERO",False,True,"045 66 7038/ 39","045 66 7246","CARRETERA DE LAS AMRICAS, KM. 1, VARADER"
"ISLA DE CUBA",False,True,"","",""
"ISLA DEL SUR",False,True,"045 248 111-18","045 248 201","CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"JAGUA",False,True,"0432 55 1003/ 1329","0432 55 1245","CALLE 37 NO. 1, PUNTA GORDA, CIENFUEGOS"
"KAWAMA HOTEL & VILLAS",False,True,"045 61 4416","045 66 7334","AVE 1RA Y CALLE 1, VARADERO"
"KOHLY",False,True,"204 0240/ 42","204 1733","AVE 49 A Y 36, REPARTO KOHLY, PLAYA"
"KURTHOTEL ESCAMBRAY",False,True,"042 54 0180/89","042 54 0288","TOPES DE COLLANTES, SANCTI SPIRITUS"
"LA BELEN",False,True,"","",""
"LA ERMITA",False,True,"048 79 6071/ 92","048 79 6091","CARRETERA A LA ERMITA, KM 1 , VINALES. PINAR DEL RI"
"LA GRAN PIEDRA",False,True,"022 68 6147","","CARRETERA DE LA GRAN PIEDRA, KM. 14, SANTIAGO DE CUBA"
"LA GUABINA",False,True,"","",""
"LA HABANERA",False,True,"021 45273","","CALLE MACEO, NO. 126, BARACOA"
"LA LUPE",False,True,"021 38 2668/02","021 38 1170","CARRETERA EL SALVADOR, KM. 3 1/2, GUANTANAMO"
"LA PRADERA (INTERNATIONAL HEALTH CENTRE)",False,True,"273 7467-84","273 7198-99","CALLE 230 E/ 15 A Y 17, REPARTO SIBONEY, PLAYA. LA HABANA"
"LA RONDA",False,True,"041 99 8538-42","041 99 8543","CALLE MARTI NO. 45 E/ LINO PEREZ Y COLON, TRINIDAD. SANCTI SPIRITUS"
"LA RUSA",False,True,"021 4 3011","021 4 2337","MAXIMO GOMEZ, NO. 161, BARACOA"
"LA TORTUGA",False,True,"","","FLOATING HOTEL. JARDINES DE LA REINA"
"LA UNION",False,True,"0432 55 1020","0432 55 1685","CALLE 31 ESQ. A 54, CIENFUEGOS"
"LAS AMERICAS",False,True,"022 64 2011","022 68 7075","AVENIDA DE LAS AMERICAS Y GENERAL CEBRECO, SANTIAGO DE CUBA"
"LAS CUEVAS",False,True,"42 99 6133-35","041 99 6161","FINCA SANTA ANA, TRINIDAD. SANCTI SPIRITUS"
"BE LIVE LAS MORLAS",False,True,"045 66 7230","045 66 7215","CARRETERA DE LAS AMERICAS, REPARTO LA TORRE, VARADERO"
"LAS TUNAS",False,True,"","","LAS TUNAS"
"LAS YAGRUMAS",False,True,"838 4460-64","838 5239","CALLE 40 Y FINAL AUTOPISTA, SAN ANTONIO DE LOS BAOS, LA HABAN"
"LIBERTAD",False,True,"022 62 3080","022 62 8394","CALLE AGUILERA Y PLAZA DE MARTE, SANTIAGO DE CUBA"
"LIDO",False,True,"867 1102","867 1106","CONSULADO NO. 210, E/ ANIMAS Y TROCADERO, HABANA VIEJA"
"LINCOLN",False,True,"862 8061","","CALLE VIRTUDES, NO. 164 ESQ. A GALIANO. CENTRO HABANA"
"LOS CANEYES",False,True,"042 21 8140-43","042 21 8140","AVE DE LOS EUCALIPTOS Y CIRCUNVALACION, SANTA CLARA. VILLA CLARA"
"LOS DELFINES",False,True,"045 66 7227","46 66 7228","AVE DE LA PLAYA Y CALLE 39, VARADERO"
"LOS FRAILES",False,True,"862 9383/ 9510","862 9718","CALLE TENIENTE REY E/ OFICIOS Y MERCADERES, HABANA VIEJA"
"LOS HELECHOS",False,True,"042 54 0330-35","042 54 0117","TOPES DE COLLANTES, SANCTI SPIRITUS"
"LOS JAZMINES",False,True,"048 79 6205/ 10","048 79 6215","CARRETERA A VINALES, KM 23, VINALES. PINAR DEL RIO"
"LOS LAURELES",False,True,"041 2 7345","041 2 3913","CARRETERA CENTRAL, KM 383, SANCTI SPIRITUS"
"MAR DEL SUR",False,True,"045 61 2246","045 66 7481","AVE 3RA Y CALLE 30, VARADERO"
"MARIA LA GORDA (CIB)",False,True,"048 778131/3067","048 77 8077","PLAYA MARIA LA GORDA, SANDINO."
"MARINA CAYO LARGO",False,True,"045 248 212-13","045 248 212","MARINA CAYO LARGO, CAYO LARGO DEL SUR, ARCHIPIELAGO DE LOS CANARREOS"
"MARIPOSA",False,True,"204 9137-39","204 6131","AUTOPISTA NOVIA DEL MEDIODIA, KM 6 , ARROYO ARENAS, LA LIS"
